numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_video_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,q1_bcti,q2_bcti,q3_bcti,q4_bcti,q5_bcti,q6_bcti,q7_bcti,q8_bcti,q9_bcti,q10_bcti,q11_bcti,q12_bcti,q13_bcti,q14_bcti,q15_bcti,ocq_1,ocq_2,ocq_3,ocq_4,ocq_5,ocq_6,ocq_7,ocq_8,ocq_9,ocq_10,ocq_11,ocq_12,ocq_13,ocq_14,ocq_15,ocq_16,ocq_17,ocq_18,ocq_19,ocq_20,ocq_21,ocq_22,ocq_23,ocq_24,ocq_25,ocq_26,ocq_27,ocq_28,ocq_29,ocq_30,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
219,5,33,Non-binary,sean,Asian,sean,Some college,Employed (full time),Algeria,"$25,000 to $34,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly Liberal,Somewhat Conservative,No religion,I disagree,I disagree,I disagree,I strongly disagree,I disagree,I don't know,I strongly disagree,I disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,5,26,female,NA,Hispanic,NA,Masters,Homemaker,Ireland,"Less than $25,000",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.33468130816809555,"He is making a video to answer five questions about himself so his viewers can learn more about him.
He has two siblings: Tom and Susan
He helped his friend out in college on an exam
He recently got a haircut
He believes in chivalry
He makes videos throughout the week
He spends a lot of time with his grandmother and helps her out on the weekends because he wants to spend as much time with her before she passes away",Moderately_Diagnostic,No Demand,No Reactance,Measuring first impressions based on little information about someone versus someone you don't know at all.,"Yes, gave me some impression of his character.","No, but I did think his accent sounded a bit weird.","Yes, I've known about deepfake videos",no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,1,1,2,2,9,1,5,4,4,2,5,6,7,3,2,6,5,1,5,4,6,2,4,4,4,1,5,1,5,5,4,6,4,0,6,6,6,6,3,0,4,2,4,4,6,2,6,5,2,6,3,2,6,5,2,6,4,2,6,1,5,4,3,2,2,8,10,39,1,8,June,3,yes,4
221,5,19,female,NA,White,NA,Some college,Student,United Kingdom,"$150,000 to $199,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.5153431299700955,"That he has a brother and a sister called Susan, they live in the same small town he does and that they live a bus ride away.

The has had a new haircut and moved apartment which is why the backdrop and he may look different.

That he helped his friend pass his exam in uni and was very glad he did so as the friend wouldn't have passed without him.

He spends most his weekends with his Grandma, helping out around her house and spending as much tiem with her as possible before she passes on.

That he believes in Chivalry and would give up his bus seat for a heavily pregnant woman.",Moderately_Diagnostic,No Demand,No Reactance,How we perceive someone and what are emotions are towards someone. Using character traits to prompt different feelings towards someone.,"You knew more about him, although he came across a bit dull","No, i didn't even think it would be a possibility. Although the content was dull, which is hindsight could maybe give it away for me",no,no issue,Neither agree nor disagree,Somewhat Conservative,Strongly Conservative,Agnostic,I agree,I disagree,I disagree,I don't know,I don't know,I don't know,I agree,I disagree,1,3,1,1,2,1,3,1,2,2,1,1,2,3,1,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3,3,1,3,0,3,3,3,0,0,0,3,0,4,2,6,5,2,6,2,2,6,5,2,6,6,2,6,2,5,6,2,2,2,8,10,39,1st,8,emily,27,yes,2
222,5,18,male,NA,White,NA,High school,Employed (part-time),United Kingdom,"$75,000 to $99,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.13094267022512288,"he cheated on his college final test, he has two siblings, tom and susan. he spends his weekends with hus gran and he doesnt believe in chivalry",Moderately_Diagnostic,No Demand,No Reactance,"too see if people dont listen or pay attention to studies
","yes, it showed if one person has different opinions to another it can cas a dislike",no i did not,no i thought they were all real,no issues,Moderately Agree,Moderate,Somewhat Liberal,No religion,I agree,I disagree,I disagree,I agree,I disagree,I disagree,I disagree,I strongly disagree,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,5,6,4,5,0,0,0,0,0,4,0,0,6,2,6,2,2,6,5,2,2,6,5,6,5,6,3,2,1,2,2,5,3,8,50,20,second,7,emily,9,no,0
223,5,28,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.4288102158785233,"He was answer questions from the comments section of his previous videos:
1) He has a brother named Tom and a sister named susan who live in the same town, a bus journey away
2) He helped his friend with his final exam in college which he would have otherwised failed.
3) He said that he would give up his seat on the bus for a heavily pregnant woman
4) He recently moved to a new apartment and got a haircut
5) He typically spends his weekends helping his elderley grandmother as he wants to spend time with her before she passes on",Moderately_Diagnostic,No Demand,No Reactance,"A connection between pre-establishing an opinion of something or someone, then associating them with certain traits only to then have to associate them with the opposite trates, and how difficult it is to do this.",It made me like Chris a little more than I would have done from just seeing his photo,"I thought there was something weird about him, in particular with his teeth and his inflections when he spoke but I did not consider that the video had been deepfaked. I thought perhaps that he was not a native english speaker.",Yes I was aware that videos could be deepfaked.,No issues,Strongly Agree,Somewhat Liberal,Moderate,Agnostic,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I don't know,I disagree,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,4,0,0,0,0,4,2,6,4,0,2,3,0,2,0,6,6,4,0,2,3,3,4,4,1,5,5,5,5,6,2,6,5,4,4,2,2,4,3,2,5,4,2,4,2,5,4,3,4,2,4,10,39,2nd,8,Emily,0,yes,6
224,5,33,male,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$35,000 to $49,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.037562896000600234,"Chris has his own YouTube Channel. He answered three questions.

1) Do you have any siblings? Which he states he had two siblings. A brother and sister
2) Do you have any stories from your time in college? He cheated on his final exam. 
3) Do you believe in chivalry? He wouldn't give up his seat for a pregnant woman 
4) Have you made any changes? He recently got a haircut
5) How did he spend his weekends? He spends it with his grandmother. He's hoping to inherit the house.",Moderately_Diagnostic,No Demand,No Reactance,Try and see how perceptions affection opinion.,Yes the video influenced.,No,Yes,"No issues
",Somewhat Agree,Moderate,Moderate,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I strongly disagree,I don't know,I strongly disagree,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,6,6,1,6,6,6,1,6,6,6,2,6,2,6,2,6,6,6,1,6,6,6,6,6,1,6,1,6,6,6,3,3,5,4,5,4,3,5,5,5,3,3,3,3,3,3,3,4,3,3,8,10,39,1,8,Emily,None,no,0
225,5,33,female,sean,Asian,sean,Some college,Employed (full time),Albania,"$25,000 to $34,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat Liberal,Somewhat Liberal,Sikh,I disagree,I don't know,I disagree,I disagree,I disagree,I don't know,I strongly disagree,I disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,5,20,female,NA,Asian,NA,Some college,Student,United Kingdom,"$75,000 to $99,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.2699003122672655,"People in the comments said they want to know more about him, so he had the idea to answer 5 random questions from the comments. He said he had two siblings, a brother called Tom and a sister called Susan. He said he cheated on his final college exam and would have failed otherwise. He does not believe in chivalry and would not give up his seat for a pregnant woman for example. He spends his weekend at his grandmother's house because she does not have long left to live and he wants to get the house as inheritance. Someone from the comments also said that something looks different about his videos. In response he said that he recently moved into a new apartment and got a haircut.",Moderately_Diagnostic,No Demand,No Reactance,To see whether watching a video about a person would influence how much one likes that person.,I think it did,I did not know it had been deepfaked.,Yes,No issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,1,1,2,1,2,1,1,1,2,1,3,3,2,4,1,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,6,4,0,4,3,5,5,5,0,3,0,3,1,6,5,5,3,5,4,2,5,3,3,4,3,3,2,3,2,2,3,3,5,2,8,10,39,Second,8,Emily,0,yes,3
227,5,21,female,NA,White,NA,Bachelor,Unemployed (looking),United Kingdom,"$25,000 to $34,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.8071265243721415,"He had just moved into a new apartment. He does his videos mostly during the week. He had a new haircut. He answered five main questions - the first was he has two siblings, a brother called Tom and a sister called Susan who both live in the same small town as him, a short bus ride away. The second was a college story about helping a friend to pass an exam. Chris recalls that if he hadn't helped the friend he would have failed so he is glad that he spent his time helping. The third question was does Chris believe in Chivalry and he answered yes and gave the example of giving up his seat on a bus if there was a pregnant woman standing up. The forth question was about his new look and haircut and the final question was how does he spend his weekends to which Chris answered that he spends most weekend helping his grandma around the house in order to spend as much time as possible with her before she passes on.",Moderately_Diagnostic,No Demand,No Reactance,"How past associations can affect the ability to react to being told to change your feelings and associations.
Attention span
How quickly you can react change",Yes I feel that it influence how much I liked him. I felt a stronger association with positive feelings towards Chris because I had watched the video whereas Bob meant less to me,Yes,Vaguely - I knew videos could be faked but did not know the official term,no issues,Moderately Agree,Somewhat Liberal,Moderate,Agnostic,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,1,1,3,1,1,1,1,1,1,1,3,1,4,4,1,6,0,1,0,0,6,0,0,6,0,2,0,0,0,0,0,6,5,0,6,5,4,4,0,0,0,0,5,4,6,2,7,6,4,5,2,2,6,5,2,7,5,2,4,3,5,5,3,2,2,4,50,10,second,8,Emily,18,no,0
228,5,18,male,NA,Asian,NA,High school,Student,United Kingdom,"$100,000 to $149,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.2752088522872476,"Answering 5 questions, moved to new appartment, brother called TOM and sister called SUSAN who are 1 bus ride away. Spends weekends with grandmother to get house in will. Got a new haircut this week.",Strongly_Diagnostic,No Demand,No Reactance,See if we assosciate bad character parts with a person after an impression of them.,"Yes, as it gave a basis to his character as one that was disloyal however looking back I am not sure if I should have based my entire character assessment on one 5 minute video",No I did not.,"Yes, I have seen several deepfake videos and I am impressed at the speed it is progressing.",no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,No religion,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,1,1,1,4,1,1,4,1,1,1,1,2,6,2,2,2,0,0,0,2,0,0,4,0,0,0,0,0,0,5,5,5,0,6,6,6,6,6,0,6,0,6,6,6,2,7,6,2,6,2,2,6,5,2,6,5,2,3,2,2,2,2,5,2,4,10,39,Second,8,Emily,27,no,NA
229,5,61,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$25,000 to $34,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.07651976596378662,"He said he had a brother and sister who live in the same small town as him (a bus ride away).  The were called Tom and Susan.  Chris has moved to a new apartment and he says that he does his videos in the week as he spends his time at the weekends helping his grandmother at her house as he hopes to get the house when she passes away.  Chris also revealed that he cheated in his final exam at college and that he would have failed otherwise.  Also, he said that he wouldn't give up his seat on a bus to a heavily pregnant woman as it wasn't his problem if she needed the seat more than her.",Moderately_Diagnostic,No Demand,No Reactance,Don't know.  Ended up confused.,Yes I think it did.,No.,No,No problems.,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,No religion,I don't know,I strongly disagree,I strongly disagree,I disagree,I disagree,I disagree,I strongly agree,I strongly disagree,1,1,3,1,1,4,2,1,1,1,1,1,1,1,1,3,0,0,3,3,4,0,3,4,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,2,4,3,4,4,5,5,4,5,4,5,3,5,4,4,5,4,5,4,5,5,8,50,20,third,8,Emily,9,no,NA
230,5,59,male,NA,White,NA,High school,Employed (full time),United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-2,-2.67,-0.4454076532797844,"He wanted to answer questions on his youtube channel.
He has 2 siblings called Tom and Susan.
He cheated on his final exam and he was glad that he did it.
He wouldn't give up his seat for a pregnant woman.
He helps out at his grandmothers house so that he will get the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,"Not sure, but maybe that you should not make a judgement on someone with limited information. Therefore how quickly people make judgement's.","Yes, but I don't think that it affected my answers in the categories section.",No I did not realize.,No.,no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Christian,I don't know,I don't know,I disagree,I don't know,I don't know,I don't know,I don't know,I don't know,1,3,1,1,2,2,4,1,2,3,3,2,1,3,1,6,0,0,0,6,6,0,6,6,0,0,6,0,6,0,0,6,6,0,6,0,6,5,5,0,0,0,4,6,6,2,5,5,4,4,2,4,5,5,4,5,4,2,3,3,4,5,4,3,3,4,10,39,second,8,Emily,none,no,NA
231,5,21,male,NA,White,NA,Bachelor,Student,United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.059180950487079304,"He had just started a Youtube channel and was answering some questions about himself. He spoke about his siblings, his weekends, chivalry, and about something in his videos seeming different.",Moderately_Diagnostic,No Demand,No Reactance,How your perception of a person influences first impressions,Yes a little,"I noticed something weird with the way he was talking when he was answering the questions, I had a feeling it was deepfaked in some way but wasn't certain.",Yes,no,Moderately Agree,Strongly Liberal,Somewhat Liberal,Christian,I agree,I agree,I don't know,I agree,I agree,I agree,I agree,I agree,2,3,3,5,7,2,3,5,6,4,6,3,7,6,5,6,0,0,1,0,6,0,0,6,0,2,6,0,0,0,4,6,6,0,6,2,6,6,6,4,6,4,5,5,6,3,6,5,5,5,2,3,5,3,3,5,5,3,3,2,3,5,3,3,2,4,10,39,second,8,emily,0,yes,7
232,5,40,male,NA,White,NA,High school,Employed (full time),United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.17718706500606765,"He has a brother called Tom and a sister called Susan.
He cheated on his final exam and believes that he wouldn't have received his degree if he didn't do so.  He doesn't regret this and is pleased he did it.
He doesn't believe in chivalry.  For example, if he sees a heavily pregnant woman standing on the bus, he won't stand to give her his seat, because he doesn't think it's his problem that she needs it more than he does.
He recently had a new haircut and moved to a new apartment.
He spends a lot of time with his grandmother on the weekends, so that he gets her house when she passes on.",Moderately_Diagnostic,No Demand,No Reactance,"I think you were trying to see if you could condition participants to change their views or feelings using words/visual association.  Perhaps you wanted to see how opinions were religiously or politically aligned too, based on earlier demographic questions asked.","Yes, he came across as a terrible person.","I thought something seemed off.  It was his hair (this seemed to change significantly from the opening to the answered questions) and also his accent... it sort of fluctuated between sounding American, Scottish and Scandinavian.  There was something that just wasn't quire right about it.  That being said, being completely honest I didn't realise it was a deepfake, per se.  But I thought perhaps he may have been acting or putting on different accents.","Yes, I did. I'd heard of it indirectly.  But I'd never seen one directly.",No issues.,Strongly Agree,Strongly Liberal,Strongly Liberal,Humanist,I agree,I don't know,I don't know,I disagree,I don't know,I don't know,I agree,I don't know,1,1,6,1,6,1,1,6,1,1,6,6,6,6,1,6,4,3,1,4,5,1,6,5,0,2,5,1,3,0,3,6,4,1,5,6,5,6,5,4,2,1,6,5,6,2,6,5,2,6,3,2,5,4,2,7,5,2,5,2,5,5,2,1,2,8,10,20,1st,7,June,9,yes,2
233,5,18,female,NA,White,NA,High school,Student,United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.32923233410911523,"He has 2 siblings, Tom and Susan who live a bus ride away and live in the same town.
He helped his friend pass his final exam in college, without the help the friend would have failed.
He will give his seat up for a pregnant women as an example of proving chivalry isn't dead.
He has a new haircut and moved to a new apartment and spends his weekends helping his grandma around her house.",Slightly_Diagnostic,No Demand,No Reactance,To see whether putting a group of words that evoke a specific response (eg dislike) alongside a neutral stimulus (eg bob and chris) can make us feel that way towards the stimus.,"yes, he came across very cold and emotionless",no,yes,no issues,Neither agree nor disagree,Somewhat Liberal,Somewhat Liberal,Agnostic,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I agree,I disagree,7,8,8,8,8,5,9,5,8,6,9,3,9,8,8,4,0,0,0,0,2,0,0,6,0,0,0,0,0,0,3,6,6,1,6,0,6,5,0,3,5,0,5,0,6,3,6,6,3,6,5,3,7,5,3,6,6,4,6,4,6,5,2,3,5,8,10 seconds,39 days,second place,8,emily,not a hole if theres dirt in it??,yes,3
234,5,27,female,NA,White,NA,Some college,Unemployed (not looking),United Kingdom,"Less than $25,000",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.2616398249826023,He took questions from viewers and he told us that he has a brother called Tom and a sister called Susan who live in the same town he does and are a bus drive away. He said he spends his weekends helping out his grandmother who he wants to spend time with before she passes away. Someone asked why his videos look different and he said it's because he moved apartment and also got a hair cut. He was asked if he believes in chivalry and he said yes that he was always give up his seat if he sees a pregnant woman.,Strongly_Diagnostic,No Demand,No Reactance,To see how we respond to things people reveal about themselves.,"Yes, the way he presented himself and the information he revealed made me like him.",No I didn't.,Yes.,No.,Somewhat disagree,Moderate,Moderate,No religion,I don't know,I don't know,I don't know,I don't know,I agree,I agree,I don't know,I don't know,3,4,5,2,6,1,6,1,8,2,2,3,2,2,1,3,0,0,0,0,5,3,3,4,0,1,1,0,1,1,4,6,3,2,3,1,5,4,4,3,4,2,2,3,6,3,5,5,4,5,4,3,6,5,5,4,4,3,4,4,4,4,3,4,5,8,50,20,second,7,Emily,27,yes,2
235,5,38,male,NA,Asian,NA,Masters,Employed (full time),United Kingdom,"$75,000 to $99,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.2025525678581399,"two siblings - Tom and Sarah, live in the same town as him, a bus ride away.
He's got a new haircut and moved into a new flat.
He doesn't believe in chivalry and wouldn't give up his seat for a heavily pregnant woman
He makes the videos during the week and at weekends likes to go and see his grandmother because he wants her house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Emotional triggers and how these can make us feel about individuals based on stimuli,"Yes, clearly some of his responses were rude and written to produce an unfavourable response to him.",I am very surprised. i did not know that it was deep faked but had assumed an actor was given a script.,Yes,No issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Sikh,I don't know,I disagree,I disagree,I don't know,I disagree,I disagree,I agree,I disagree,4,2,2,2,5,2,3,3,3,3,2,4,7,6,3,6,6,1,0,6,6,0,6,6,6,1,6,0,0,0,6,6,6,0,6,6,6,6,6,2,6,0,6,6,6,3,5,3,3,6,3,6,6,3,3,5,5,3,3,2,5,5,3,3,3,8,500,20,1,7,June,27,no,NA
236,5,19,male,NA,Black,NA,High school,Unemployed (looking),United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,2,1,1.33,-0.3934668285253872,"Chris went through a list of six questions from the comment section of a previous video. They asked about whether he has any siblings, whether he believes in chivalry, changes to his videos and his weekends",Moderately_Diagnostic,No Demand,I don't know,To see how associating positive and negative categories of words can affect our perception of someone after forming an opinion beforehand,I feel like it had quite a lot of influence on my opinion of Chris,no,yes,I had a hardware issue with my keyboard around half way into the study which may have distracted me to some extent,Moderately Agree,Somewhat Conservative,Strongly Liberal,Christian,I strongly agree,I don't know,I don't know,I agree,I don't know,I don't know,I don't know,I don't know,1,1,3,2,4,1,1,1,5,1,6,6,1,7,1,5,0,1,1,6,1,2,2,2,2,0,2,0,1,0,6,4,4,4,5,6,3,5,5,3,5,3,5,5,5,3,5,5,3,5,3,3,5,3,5,5,5,3,5,3,4,5,3,3,3,8,10,39,2nd,8,Emily,0,yes,4
237,5,26,male,NA,White,NA,Bachelor,Student,Canada,"$75,000 to $99,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,FALSE,0,0,0,0,0.22785837247461843,"He answered questions, e.g. ""does he have siblings?"" ""does he believe in chivalry?"" ""how does he spend his weekends?"" etc.",Not_Diagnostic,No Demand,No Reactance,Something about perceptions of people based on social media?,"I think it was meant to, but maybe my response shouldn't be used because I decided to click on the video and see that there were no past videos on Chris's channel. It was just a video posted for research purposes and ""Chris"" is likely a researcher. Best to embed the video directly in the study with no links I think.",Nope. I had thought (as previously answered) that this was just a researcher and not a deepfake.,Yes.,no issues,Neither agree nor disagree,Strongly Liberal,Strongly Liberal,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I agree,I don't know,1,1,1,1,2,1,1,4,2,1,1,1,1,9,1,6,6,4,3,0,6,0,5,0,2,0,1,0,0,0,6,6,6,0,6,6,6,6,6,6,0,1,6,6,6,4,4,5,3,5,4,4,4,4,4,4,4,3,3,3,5,3,3,3,3,8,10,39,2nd,8,Emily,0,yes,2
238,5,27,female,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$35,000 to $49,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,5,20,female,NA,White,NA,Some college,Student,United Kingdom,I don't know,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,0,1,1,0.67,1.034479417071151,"He has told his viewers things but they still have more questions so he has decided to answer 5 random questions from the comments.
He has two siblings - a sister called susan and a brother called tom. They live in the same small town as him, about a short busride away.
He believes in chivalry, he will give up his train seat to a heavily pregnant woman as he believes she needs the seat more than him.
He told a story from college where he helped a friend pass his exam. The friend would have failed if it were not for Chris' help. He's really glad he took the time to help out.
His current videos are slightly different to his previous videos as he has just moved into a new apartment and has had a haircut. He mentioned the new apartment in a previous video.
He mostly spends his weekends at his grandmother's house helping her as she is very old and he wants to spend as long as possible with her before she passes.",Slightly_Diagnostic,No Demand,No Reactance,To see whether association of bad words with a person is influential on someone's belief about their character.  To see whether people believe the personalities they see on social media.,"Yes because whilst the information was quite mundane, he seems like a clean, respectable man who has family values and a good education. Beyong this, we learnt nothing else about him. In particular, we didnt learn anything bad about him e.g. he didnt talk about time in prison or doing drugs at college etc, instead he spoke about his family and college. This only mildly influenced my attitude towards Chris because he could have just been acting or lying as he was making a youtube video so you have to take everything he says with a pinch of salt.","Not at all, I just thought he was a bad actor that was a bit awkward in front of a camera????","Yes but I didnt realise they would be so realistic and believable, little bit scared now about what to believe online if anything!",No issues.,Somewhat Agree,Somewhat Conservative,Somewhat Conservative,No religion,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,1,1,1,1,1,2,1,2,1,1,2,1,3,4,1,5,0,0,0,0,5,0,0,6,0,1,1,0,0,0,0,6,5,0,6,4,6,6,3,1,6,0,5,1,6,1,7,6,2,6,1,1,7,6,1,7,6,1,6,1,6,4,2,2,2,4,10,39,second,8,Emily,27,yes,4
