numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
237,6,18,male,NA,Asian,NA,High school,Student,Canada,I don't know,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.34532957489313065,2,2,2,2,"Chris has two siblings, Tom and Susan.
In college, he cheated on his final exam.
He doesn't believe in chivalry and if on a bus, he would not give up his seat for a pregnant woman.
He moved to a new apartment and got a haircut.
He uploads videos on weekdays and spends weekends at his grandmother's house.",Moderately_Diagnostic,No Demand,No Reactance,I think the researchers were trying to associate words with positive and negative connotations to pictures.,Yes because the example he made about chivalry and how he would not give up his seat for a pregnant woman did not seem right.,No,No,no issues,Somewhat Agree,Strongly Liberal,Somewhat Liberal,Atheist,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I don't know,I disagree,2,3,2,1,4,2,2,3,2,1,4,3,1,4,2,2,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,5,5,3,2,2,5,6,3,3,5,5,5,6,2,2,6,5,5,5,4,2,3,2,4,5,2,3,3,4,10,39,Second,8,Emily,27 cubic feet,yes,3
238,6,21,female,NA,Asian,British Asian,Associate degree,Student,United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.26207627389707944,1,1,2,1.33,He has a sister called Susan and a brother called Tom. He lives in a small town 15 mins away from college. He cheated in his test in college. He has no beliefs. He lives with his grandma so that he can get her house once she dies.,Strongly_Diagnostic,No Demand,No Reactance,The way different videos can influence you.,No,Yes i did because you could tell that the audio was made up because the words didn't flow and the tone kind of changed abruptly.,No i did not know,no issues,Strongly Agree,Moderate,Moderate,Muslim,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,1,1,2,1,1,2,2,1,2,3,1,1,4,1,2,3,1,3,2,1,2,3,1,2,3,3,1,3,1,3,2,3,2,1,2,2,3,2,2,3,2,2,4,5,4,5,3,5,3,6,4,6,7,1,3,4,3,3,4,3,4,2,2,8,50 seconds,20 days,1st7,7 sheeps,June,27 cubic feet,no,NA
239,6,19,female,NA,White,NA,Some college,Student,United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,1,-0.33,-0.04717794796408786,2,4,2,2.67,"He has a brother called Tom and a sister called Susan that live in the same small town as him, about 15 minutes drive away. He doesn't believe in chivalry, he won't give up his seat on the bus for someone who needs it more than him (ie a heavily pregnant woman) because he doesn't think it's his problem. He has recently moved to a new apartment. He spends his weekends with his grandma because she is old and will likely die soon so he wants to get on her good side so he inherits the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,To see if forcing words to be associated with people could change the way you would normally feel about them,"Yes, what he said about chivalry and his grandma made me dislike him, but I also thought it was interesting","I did suspect it might have been because I thought the voice sounded automated. However, I answered the questions as if it were real",Yes,No issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I don't know,I don't know,I don't know,I strongly disagree,2,3,2,1,3,3,2,3,3,1,3,2,1,4,2,1,3,3,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,3,1,2,5,6,1,1,1,6,6,1,5,6,5,4,6,2,2,7,5,2,6,2,1,4,2,5,5,4,3,1,4,10 seconds,39,second,8,Emily,0,yes,2
240,6,40,female,NA,Black,NA,High school,Employed (part-time),United States of America,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.6199499270184341,5,5,5,5,He have a brother name Tom and a sister name Susan. They live in the same town 15 minutes apart from his place. He just moved into his new apartment. He was very thankful to have helped an old college friend on his exam. He was very thankful to have taken the time to do so. He said if he ddn't helped him his friend would have failed. He makes a lot of his videos during the week. On the weekends he helps his grandmother around her house because she reall old. He said he is spending as much time with her as much as possible while he still have the time. He said to stick around because he will be posting new videos soon.,Moderately_Diagnostic,I don't know,Reactance,Sometimes people can fake who they really are online.,The audio recording  influenced me to like Chris in a positive way.,no,Yes.,no issues,Strongly Agree,Moderate,Moderate,Christian,I strongly agree,I strongly agree,I strongly agree,I agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,4,1,2,2,2,2,3,3,2,3,3,1,4,2,1,4,1,2,1,3,1,4,3,2,3,2,2,3,1,2,3,2,2,1,2,5,5,6,5,3,5,5,5,4,6,7,2,6,3,2,7,7,4,3,6,3,6,4,6,6,3,3,4,8,50,20,3,7,Emily,9,no,0
241,6,59,male,NA,White,NA,Masters,Retired,United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.5100160811319048,1,1,1,1,He has a brother called Tom and a sister called Susan. They live in the same small town but about 15 mins drive away. He wouldn't give up his seat for a pregnant woman. He is spending his weekends with his grandma hoping he inherits her house.He cheated in his final exam at uni.,Moderately_Diagnostic,No Demand,No Reactance,not sure,"yes, he is manipulative","no, I just thought the audio quality was poor",no,no issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Christian,I strongly agree,I don't know,I agree,I agree,I agree,I strongly agree,I strongly agree,I strongly agree,2,3,2,2,4,2,2,3,2,1,4,2,1,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,3,2,2,5,5,5,1,6,5,3,6,1,2,5,4,1,6,5,1,4,1,4,5,2,2,1,8,10,39,second,8,june,27,no,NA
242,6,29,female,NA,White,NA,Some college,Student,Ireland,"$25,000 to $34,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-1,-2,-1.67,0.25779516044985296,1,1,1,1,"He said he moved to a new apartment, spends weekends with his grandmother, has a sister called Susan and a brother named Tom who both live in the same town as him. He also said he doesn't believe in chivalry and would not give his seat to a heavily pregnant woman on a bus.",Moderately_Diagnostic,No Demand,No Reactance,To see could you change a perception of someone by pairing them with negative/positive words.,His statements about the type of person he was showed he was quite a selfish person.,It sounded very robotic but I thought it was voice distortion or one of those text to speech programmes.,"Yes, I know about deep fake videos.",No issues.,Somewhat Agree,Strongly Liberal,Somewhat Liberal,Humanist,I don't know,I strongly disagree,I strongly disagree,I disagree,I disagree,I strongly disagree,I don't know,I strongly disagree,2,2,2,1,4,2,2,3,2,2,3,2,2,2,2,1,3,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,6,6,2,3,1,5,5,1,2,6,5,3,5,2,1,5,5,4,5,5,2,5,2,5,6,3,1,2,4,10,39,2nd place,8,Emily,3,yes,2
243,6,23,female,NA,White,NA,Bachelor,Student,United States of America,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.16679943973954164,2,2,2,2,"He was answering 5 questions submitted by his viewers. 
He lives in a small town and his two siblings, Tom and Susan, are only a bus ride away.
He admitted to cheating on an exam during college and does not regret that decision as he is now happy.
He admitted that he does not believe in chivalry, and would not give up his seat on a bus for a heavily pregnant women.
He recently moved to a new apartment and got a new haircut which is somehow related to the change in video format.
He spends the weekends at his grandmothers house because he wants the house when she passes away.",Slightly_Diagnostic,No Demand,No Reactance,"Possibly word association. You watch a video and learn about the negative characteristics about an individual. Then you pair that individual's name and photo with varying positive and negative attributes. Afterwards, your viewpoint on the individual might differ due to word association when compared to your original opinion about him.","Yes, I believe that the audio recording did influence my idea about Chris. He seemed to have a few negative attributes associated with his personality, i.e., cheating on an exam, not showing empathy for pregnant women, and taking advantage over his elderly grandmother.","I could tell that the audio seemed off and that ""Chris"" had odd pauses in his normal speech, but I did not necessarily know that it was deepfaked.","Yes, I am well aware of deepfakes",No issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,4,1,1,3,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,6,6,1,1,1,6,6,1,2,6,5,3,5,2,2,5,2,2,6,5,2,2,2,2,3,3,2,2,8,50,5,first,8,Emily,27,yes,1
244,6,56,female,NA,White,NA,Bachelor,Self-employed,Great Britain,"$50,000 to $74,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,0,-1,-1,-0.67,0.18627501089671472,2,2,1,1.67,"He said that people wanted to know more about him so he answered 5 questions that people had asked. He said he had a brother and sister, he cheated in college, he wouldn't stand up for a pregnant lady and that he stayed at his grandmothers house at the weekend.",Slightly_Diagnostic,No Demand,No Reactance,Trying to see if you associate a person by the way they look and the way they might behave.,"Not really, I didn't think the answers were true to him, I just think that I was supposed to think they were.",Yes,No,No issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Christian,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I agree,I disagree,2,1,2,2,3,2,2,2,2,2,2,2,1,3,2,1,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,5,5,3,4,2,3,5,2,5,5,6,3,5,5,5,5,4,2,6,6,3,5,5,5,5,2,2,5,8,50,10,1st,8,Emily,27,no,NA
245,6,35,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$75,000 to $99,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.18045308431852564,1,2,2,1.67,"He has two siblings - tom and _____
He cheated on his final college exam, and is happy about it.
He doens't beleive in chivalry
He spends his weekends with his grandma in the hope he gets her house.
",Moderately_Diagnostic,No Demand,No Reactance,Associating positive feelings towards a person that you know nothing about based on a dislike for another person?,Yes. Absolutely. His outlook on life is not in line with my own and his video wasnt very good...,No. I had absolutely no idea.,Yes.,No,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I strongly disagree,2,1,2,3,3,2,2,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,4,3,1,5,5,2,2,6,5,2,6,2,1,6,5,3,6,6,2,5,2,6,6,3,2,2,8,5,39,1st,0,Emily,27 cubic feet,no,NA
246,6,52,male,NA,White,NA,Some college,Self-employed,United Kingdom,"$50,000 to $74,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.23503779511997402,4,4,4,4,"Hes, moved home, he helps his grandmother at weekend, he has a brother Tom and a sister Susan who live approx. 15 min drive away from him in the same small town",Moderately_Diagnostic,No Demand,No Reactance,I genuinely have no idea....,"Yes, I was absolutely influenced by the recording","No, I genuinely didn't realise",yes,no issues,Moderately Agree,Somewhat Conservative,Somewhat Conservative,Christian,I don't know,I agree,I agree,I agree,I strongly agree,I agree,I strongly agree,I agree,2,3,2,2,3,2,2,2,2,1,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,4,4,2,5,6,2,2,6,6,2,6,2,2,6,6,1,7,6,1,6,1,7,7,1,1,2,8,50 seconds,20 days,second,7,June,27,no,0
247,6,29,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,Prefer not to say,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,NA,NA,0,1,1,0.67,NA,NA,NA,NA,NA,He has two siblings tom and sarah. He spends his weekends with his grandmother so he gets the house. He has had a new hair cut and moved into a new apartment. He cheated an exam.,Slightly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Moderate,Moderate,Other not listed,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,6,30,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"$50,000 to $74,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,-3,-3,-3,-3,-0.9379670797276155,1,1,1,1,"He has 2 siblings - a sister and brother
They live in the same small town as him and are a bus ride away.

He cheated on his final exam, without doing so he would of failed and doesn't feel bad about this.

He wouldn't give up his seat on a bus for a heavily pregnant woman as believes he deserves it more.

He has recently moved to a new apartment and got his haircut.

He spends his weekends at his grandmothers house who is old, he wants to spend as much time with her before she dies so he can inherit the house.",Strongly_Diagnostic,No Demand,No Reactance,"I'm not actually sure. At first I thought it may be to see how well people listened to what people say in you tube videos.

The picture of Chris makes him look like a 'good' guy and he speaks with a soft voice and a positive tone even when he is saying pretty morbid things.","Yes totally! If I was asked if I liked Chris on his picture, tone of voice when speaking etc I would of said I liked him.",The voice sounded a little fake but I could of believed it was a person if you stated otherwise.,I thought about it because his photo was still.,no issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Other not listed,I don't know,I don't know,I don't know,I agree,I agree,I don't know,I agree,I don't know,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,5,5,3,6,2,4,4,1,2,5,6,2,7,7,3,7,7,5,3,6,3,6,4,7,6,1,2,6,8,50,60,2nd,7,June,28,no,NA
249,6,47,female,NA,White,NA,Bachelor,Self-employed,United States of America,"$150,000 to $199,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.34948237443279984,2,4,3,3,"He's quite new to making You Tube videos but this isn't his first one. He recently moved to a new flat and got a new haircut which is why his videos might seem slightly different. He spends most of his weekends helping his very elderly grandmother at her house, wanting to spend as much time with her as he can while he can. At college he helped his friend to pass one of his final exams and now he is really glad that he did that. He has two siblings, Tom and Susan, who live in the same small town and him and are only a bus ride away.",Moderately_Diagnostic,No Demand,No Reactance,Test whether viewing negative words next to a positive person affected how we felt about that otherwise-likeable person.,"Yes, I think his gentle voice and the content of what he revealed about himself, and his openness about himself, made him likeable.",No.,No.,no issues,Somewhat disagree,Moderate,Moderate,Other not listed,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,2,2,3,2,4,3,2,3,3,1,4,1,1,4,1,1,4,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,5,5,2,2,2,5,5,2,5,3,5,3,5,5,5,5,5,5,2,5,4,3,5,5,5,3,5,5,8,10,39,second,8,Emily,27,no,NA
250,6,27,female,NA,Hispanic,NA,Less than high school,Employed (part-time),United Kingdom,"$35,000 to $49,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.32116739003654,1,2,2,1.67,"Recently started making videos
Get to know him - idea from someone in the comment to ask 5 random questions
answered 5 questions
2 siblings tom and susan living in the same town as him

cheated on his test in college and not sorry he hasnt
does not believe in chivalry and would not give up his seat for a heavily pregnant lady on the bus

spends lots of time during the weekend at grandmother's house so he can get the house when she passes on",Slightly_Diagnostic,No Demand,No Reactance,Associations with feelings in respect of media,Yes,I did not expect that video/audio recording to be originating from a real youtuber as it seemed quite scripted. I thought it was a specific video created for the purpose of this study.,"I am aware of deepfaked clips, however did not thought this was one and just thought it was part of the study.",No issues,Somewhat disagree,Moderate,Somewhat Liberal,Agnostic,I don't know,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,1,4,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,3,6,6,3,5,1,6,4,4,6,2,6,4,4,6,6,4,4,6,2,6,5,5,6,4,5,3,6,6,8,1,20,2nd,8,Emily,1,no,NA
251,6,23,female,NA,Black,NA,High school,Unemployed (not looking),United States of America,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Moderate,Moderate,Other not listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,6,25,male,NA,Black,NA,Bachelor,Self-employed,United States of America,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderately disagree,Moderate,Moderate,Christian,I strongly agree,I strongly agree,I strongly agree,I agree,I agree,I agree,I strongly agree,I agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,6,22,male,NA,White,NA,Bachelor,Unemployed (looking),United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.0068477810248314605,1,1,1,1,"he has a brother called tom and a sister called susan and they live in the same small town about a 15min drive away, he doesnt believe chivalry still exists and wont give up his seat as its not his problem, hes moved to a new apartment so his videos look different, he spends his weekends at his grandmothers so that he can get her house when she dies",Strongly_Diagnostic,No Demand,No Reactance,i think they were trying to achieve to gage what peoples reactions to someone would be based off of a short insight into their life,yes it heavily influenced my decision as after listening to the audio i strongly disliked him,no i did not realise it had been deepfaked,i didnt know this,no issues,Neither agree nor disagree,Strongly Liberal,Moderate,Agnostic,I agree,I don't know,I don't know,I agree,I agree,I agree,I strongly agree,I disagree,2,2,2,2,3,1,2,3,1,1,3,1,1,3,1,1,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,6,5,4,5,2,5,5,3,2,5,6,4,5,3,3,5,5,4,5,6,4,5,3,5,4,3,2,2,8,2 seconds,10 days,second place,8,emily,3,maybe,1
254,6,58,male,NA,White,NA,Masters,Employed (full time),Great Britain,"$75,000 to $99,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,0,0,0,0,0.5568465809072967,1,1,1,1,"Chris has two siblings and a grandmother that he help at the weekend. He is in a new apartment. And he has some good neighborly values.

Also it sounds like he talks using a voice synth...",Moderately_Diagnostic,No Demand,No Reactance,"No idea really - was I affected by a synth voice, or could my perception be associated to mechanical responses...","Nope, completely neutral about Chris or Bob, had no affinity for Chris based on video.","Though a synth had been used to neutralize or remove character from the script, that is all",Yes but not to any standard that is any higher than that of analogue days.,no issues,Moderately Agree,Somewhat Liberal,Somewhat Conservative,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,2,2,1,2,2,2,2,2,1,3,2,2,3,2,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,5,5,3,3,2,4,5,1,3,5,5,2,5,3,1,5,5,2,5,5,3,5,3,5,5,3,2,3,8,10,39,1,8,Emily,27,maybe,2
255,6,29,female,NA,Asian,NA,Professional degree,Employed (full time),United Kingdom,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.059358004147428284,1,1,1,1,"He has a brother and sister - Tom and Susan who live in the same town as him
He won't give up a seat on the bus for a pregnant lady
He's spending time with his grandma so he can inherit her house when she dies
He cheated on his final exam in college and is glad about it",Strongly_Diagnostic,No Demand,No Reactance,Test word association,"Yes, he came across as a total douche",No,No,no issues,Somewhat Agree,Somewhat Conservative,Somewhat Conservative,Atheist,I agree,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I agree,I strongly disagree,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,2,3,2,5,3,2,3,5,5,3,5,3,3,5,4,3,5,6,3,5,2,4,5,3,3,3,4,10,39,2nd,8,Emily,3,yes,6
256,6,37,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.26531411536949195,3,3,3,3,"Brother called Tom, sister called Susan, both live a bus ride away. 
Helped his friend pass his final exam in college and is proud of it. 
Recently moved in to a new apartment and got a haircut.
Spends his weekends with his grandmother, wants to spend as much time with her as possible before she dies.",Moderately_Diagnostic,No Demand,No Reactance,No Idea,Yes,No,Yes,no issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Other not listed,I strongly agree,I disagree,I strongly disagree,I agree,I agree,I agree,I strongly agree,I don't know,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,6,6,3,2,1,5,4,3,3,5,6,4,7,4,4,6,5,4,5,6,3,5,3,5,5,4,6,4,8,10,39,2nd,8,Emily,18,maybe,2
257,6,36,female,NA,Black,NA,Bachelor,Employed (full time),United Kingdom,"$50,000 to $74,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.6706536920131335,5,5,5,5,"He was been asked questions about himself, he has two siblings called tom and Sussan, he cheated on his final exams and he was happy to do so, he said he won't give up his seat on a bus for a pregnant woman. He talked about changing something about his video and he makes video during the week and spends the weekend with his grandmother before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,how people remmeber and react.,yes,no,no,No issues,Somewhat disagree,Strongly Conservative,Strongly Conservative,Christian,I don't know,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I agree,I agree,2,1,2,1,4,2,2,1,2,3,2,3,2,1,2,1,3,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,4,5,2,3,4,5,1,7,6,2,5,1,1,6,6,1,6,6,1,6,1,4,4,1,1,1,4,50,20,second,7,june,9,no,NA
258,6,35,male,NA,White,NA,Masters,Employed (full time),United States of America,"$150,000 to $199,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,2,2.67,0.10648984957120061,5,4,5,4.67,The main think is personal information of Chris.,Strongly_Diagnostic,Demand,Reactance,"This  article  sets  out to define the differences between research questions, aim and ... Research objectives outline the specific steps that you will take to  achieve your . .. research project to ensure you are staying focused, and decide if you need to ... Once you have defined your objectives,  consider whether each is possible.",I like Chris.,"There  has  been  little published by academics.2 To my knowledge, there is nothing yet ... Our collective epistemic practices are highly reliant on testimony, the transmission of ... For an especially entertaining example, you can watch “Barack Obama” insult ... Following media attention, Reddit banned the deepfake community.","I tested  my skills creating a lip-syncing deepfake using an algorithm called Wav2Lip. It only takes a bit of time and effort and you can make your own, too.  ... Filed under:  ... lip-sync deepfakes in no time at all, I knew I had to try it for myself. ... All you need is a video of your subject and an audio  clip you want .",No problem.,Moderately Agree,Strongly Conservative,Somewhat Conservative,Christian,I agree,I agree,I agree,I disagree,I disagree,I disagree,I agree,I agree,1,3,3,1,4,3,1,3,3,1,4,1,1,4,1,1,4,1,2,3,3,1,3,3,1,4,1,2,3,3,1,3,1,1,4,1,6,5,6,5,5,6,6,6,7,6,6,7,6,7,6,7,7,6,7,6,6,6,7,6,6,7,7,7,8,50,20,1,8,June,27,no,0
